"Economy","Code","Region","Income group","Lending category","Other (EMU or HIPC)","countrycode_en","countrycode_wb","region","country","capacity","score","year","capacity_category","category"
"Sierra Leone","SLE","Sub-Saharan Africa","Low income","IDA","HIPC","Sierra Leone","SLE","African Region","Sierra Leone","Linking Public Health and Security Authorities",80,2016,"Respond","green"
"Sierra Leone","SLE","Sub-Saharan Africa","Low income","IDA","HIPC","Sierra Leone","SLE","African Region","Sierra Leone","Medical Countermeasures",20,2016,"Respond","red"
"Sierra Leone","SLE","Sub-Saharan Africa","Low income","IDA","HIPC","Sierra Leone","SLE","African Region","Sierra Leone","Risk Communication",60,2016,"Respond","yellow"
"Sierra Leone","SLE","Sub-Saharan Africa","Low income","IDA","HIPC","Sierra Leone","SLE","African Region","Sierra Leone","Events Points of Entry (PoEs)",30,2016,"Other Hazards","yellow"
"Sierra Leone","SLE","Sub-Saharan Africa","Low income","IDA","HIPC","Sierra Leone","SLE","African Region","Sierra Leone","Chemical Events",40,2016,"Other Hazards","yellow"
"Sierra Leone","SLE","Sub-Saharan Africa","Low income","IDA","HIPC","Sierra Leone","SLE","African Region","Sierra Leone","Radiation Emergencies",40,2016,"Other Hazards","yellow"
"El Salvador","SLV","Latin America & Caribbean","Lower middle income","IBRD",NA,"El Salvador","SLV",NA,NA,NA,NA,NA,NA,NA
"San Marino","SMR","Europe & Central Asia","High income",NA,NA,"San Marino","SMR",NA,NA,NA,NA,NA,NA,NA
"Somalia","SOM","Sub-Saharan Africa","Low income","IDA","HIPC","Somalia","SOM","Eastern Mediterranean Region","Somalia","National Legislation, Policy and Financing",20,2016,"Prevent","red"
"Somalia","SOM","Sub-Saharan Africa","Low income","IDA","HIPC","Somalia","SOM","Eastern Mediterranean Region","Somalia","IHR Coordination, Communication and Advocacy",20,2016,"Prevent","red"
"Somalia","SOM","Sub-Saharan Africa","Low income","IDA","HIPC","Somalia","SOM","Eastern Mediterranean Region","Somalia","Antimicrobial Resistance",20,2016,"Prevent","red"
"Somalia","SOM","Sub-Saharan Africa","Low income","IDA","HIPC","Somalia","SOM","Eastern Mediterranean Region","Somalia","Zoonotic Disease",30,2016,"Prevent","yellow"
"Somalia","SOM","Sub-Saharan Africa","Low income","IDA","HIPC","Somalia","SOM","Eastern Mediterranean Region","Somalia","Food Safety",20,2016,"Prevent","red"
"Somalia","SOM","Sub-Saharan Africa","Low income","IDA","HIPC","Somalia","SOM","Eastern Mediterranean Region","Somalia","Biosafety and Biosecurity",20,2016,"Prevent","red"
"Somalia","SOM","Sub-Saharan Africa","Low income","IDA","HIPC","Somalia","SOM","Eastern Mediterranean Region","Somalia","Immunization",30,2016,"Prevent","yellow"
"Somalia","SOM","Sub-Saharan Africa","Low income","IDA","HIPC","Somalia","SOM","Eastern Mediterranean Region","Somalia","National Laboratory System",40,2016,"Detect","yellow"
"Somalia","SOM","Sub-Saharan Africa","Low income","IDA","HIPC","Somalia","SOM","Eastern Mediterranean Region","Somalia","Real-Time Surveillance",40,2016,"Detect","yellow"
"Somalia","SOM","Sub-Saharan Africa","Low income","IDA","HIPC","Somalia","SOM","Eastern Mediterranean Region","Somalia","Reporting",30,2016,"Detect","yellow"
"Somalia","SOM","Sub-Saharan Africa","Low income","IDA","HIPC","Somalia","SOM","Eastern Mediterranean Region","Somalia","Human Resources (Animal and human health sector)",20,2016,"Detect","red"
"Somalia","SOM","Sub-Saharan Africa","Low income","IDA","HIPC","Somalia","SOM","Eastern Mediterranean Region","Somalia","Preparedness",20,2016,"Respond","red"
"Somalia","SOM","Sub-Saharan Africa","Low income","IDA","HIPC","Somalia","SOM","Eastern Mediterranean Region","Somalia","Emergency Response Operations",30,2016,"Respond","yellow"
"Somalia","SOM","Sub-Saharan Africa","Low income","IDA","HIPC","Somalia","SOM","Eastern Mediterranean Region","Somalia","Linking Public Health and Security Authorities",40,2016,"Respond","yellow"
"Somalia","SOM","Sub-Saharan Africa","Low income","IDA","HIPC","Somalia","SOM","Eastern Mediterranean Region","Somalia","Medical Countermeasures",20,2016,"Respond","red"
"Somalia","SOM","Sub-Saharan Africa","Low income","IDA","HIPC","Somalia","SOM","Eastern Mediterranean Region","Somalia","Risk Communication",40,2016,"Respond","yellow"
"Somalia","SOM","Sub-Saharan Africa","Low income","IDA","HIPC","Somalia","SOM","Eastern Mediterranean Region","Somalia","Events Points of Entry (PoEs)",20,2016,"Other Hazards","red"
"Somalia","SOM","Sub-Saharan Africa","Low income","IDA","HIPC","Somalia","SOM","Eastern Mediterranean Region","Somalia","Chemical Events",20,2016,"Other Hazards","red"
"Somalia","SOM","Sub-Saharan Africa","Low income","IDA","HIPC","Somalia","SOM","Eastern Mediterranean Region","Somalia","Radiation Emergencies",20,2016,"Other Hazards","red"
"Serbia","SRB","Europe & Central Asia","Upper middle income","IBRD",NA,"Serbia","SRB","European Region","Serbia","National Legislation, Policy and Financing",60,2018,"Prevent","yellow"
"Serbia","SRB","Europe & Central Asia","Upper middle income","IBRD",NA,"Serbia","SRB","European Region","Serbia","IHR Coordination, Communication and Advocacy",60,2018,"Prevent","yellow"
"Serbia","SRB","Europe & Central Asia","Upper middle income","IBRD",NA,"Serbia","SRB","European Region","Serbia","Antimicrobial Resistance",55,2018,"Prevent","yellow"
"Serbia","SRB","Europe & Central Asia","Upper middle income","IBRD",NA,"Serbia","SRB","European Region","Serbia","Zoonotic Disease",60,2018,"Prevent","yellow"
"Serbia","SRB","Europe & Central Asia","Upper middle income","IBRD",NA,"Serbia","SRB","European Region","Serbia","Food Safety",50,2018,"Prevent","yellow"
"Serbia","SRB","Europe & Central Asia","Upper middle income","IBRD",NA,"Serbia","SRB","European Region","Serbia","Biosafety and Biosecurity",40,2018,"Prevent","yellow"
"Serbia","SRB","Europe & Central Asia","Upper middle income","IBRD",NA,"Serbia","SRB","European Region","Serbia","Immunization",70,2018,"Prevent","green"
"Serbia","SRB","Europe & Central Asia","Upper middle income","IBRD",NA,"Serbia","SRB","European Region","Serbia","National Laboratory System",60,2018,"Detect","yellow"
"Serbia","SRB","Europe & Central Asia","Upper middle income","IBRD",NA,"Serbia","SRB","European Region","Serbia","Real-Time Surveillance",53,2018,"Detect","yellow"
"Serbia","SRB","Europe & Central Asia","Upper middle income","IBRD",NA,"Serbia","SRB","European Region","Serbia","Reporting",80,2018,"Detect","green"
"Serbia","SRB","Europe & Central Asia","Upper middle income","IBRD",NA,"Serbia","SRB","European Region","Serbia","Human Resources (Animal and human health sector)",55,2018,"Detect","yellow"
"Serbia","SRB","Europe & Central Asia","Upper middle income","IBRD",NA,"Serbia","SRB","European Region","Serbia","Preparedness",40,2018,"Respond","yellow"
"Serbia","SRB","Europe & Central Asia","Upper middle income","IBRD",NA,"Serbia","SRB","European Region","Serbia","Emergency Response Operations",66,2018,"Respond","green"
"Serbia","SRB","Europe & Central Asia","Upper middle income","IBRD",NA,"Serbia","SRB","European Region","Serbia","Linking Public Health and Security Authorities",60,2018,"Respond","yellow"
"Serbia","SRB","Europe & Central Asia","Upper middle income","IBRD",NA,"Serbia","SRB","European Region","Serbia","Medical Countermeasures",40,2018,"Respond","yellow"
"Serbia","SRB","Europe & Central Asia","Upper middle income","IBRD",NA,"Serbia","SRB","European Region","Serbia","Risk Communication",60,2018,"Respond","yellow"
"Serbia","SRB","Europe & Central Asia","Upper middle income","IBRD",NA,"Serbia","SRB","European Region","Serbia","Events Points of Entry (PoEs)",50,2018,"Other Hazards","yellow"
"Serbia","SRB","Europe & Central Asia","Upper middle income","IBRD",NA,"Serbia","SRB","European Region","Serbia","Chemical Events",50,2018,"Other Hazards","yellow"
"Serbia","SRB","Europe & Central Asia","Upper middle income","IBRD",NA,"Serbia","SRB","European Region","Serbia","Radiation Emergencies",40,2018,"Other Hazards","yellow"
"South Sudan","SSD","Sub-Saharan Africa","Low income","IDA",NA,"South Sudan","SSD","African Region","South Sudan","National Legislation, Policy and Financing",30,2017,"Prevent","yellow"
"South Sudan","SSD","Sub-Saharan Africa","Low income","IDA",NA,"South Sudan","SSD","African Region","South Sudan","IHR Coordination, Communication and Advocacy",40,2017,"Prevent","yellow"
"South Sudan","SSD","Sub-Saharan Africa","Low income","IDA",NA,"South Sudan","SSD","African Region","South Sudan","Antimicrobial Resistance",20,2017,"Prevent","red"
"South Sudan","SSD","Sub-Saharan Africa","Low income","IDA",NA,"South Sudan","SSD","African Region","South Sudan","Zoonotic Disease",40,2017,"Prevent","yellow"
"South Sudan","SSD","Sub-Saharan Africa","Low income","IDA",NA,"South Sudan","SSD","African Region","South Sudan","Food Safety",40,2017,"Prevent","yellow"
"South Sudan","SSD","Sub-Saharan Africa","Low income","IDA",NA,"South Sudan","SSD","African Region","South Sudan","Biosafety and Biosecurity",20,2017,"Prevent","red"
"South Sudan","SSD","Sub-Saharan Africa","Low income","IDA",NA,"South Sudan","SSD","African Region","South Sudan","Immunization",40,2017,"Prevent","yellow"
"South Sudan","SSD","Sub-Saharan Africa","Low income","IDA",NA,"South Sudan","SSD","African Region","South Sudan","National Laboratory System",30,2017,"Detect","yellow"
"South Sudan","SSD","Sub-Saharan Africa","Low income","IDA",NA,"South Sudan","SSD","African Region","South Sudan","Real-Time Surveillance",60,2017,"Detect","yellow"
"South Sudan","SSD","Sub-Saharan Africa","Low income","IDA",NA,"South Sudan","SSD","African Region","South Sudan","Reporting",50,2017,"Detect","yellow"
"South Sudan","SSD","Sub-Saharan Africa","Low income","IDA",NA,"South Sudan","SSD","African Region","South Sudan","Human Resources (Animal and human health sector)",10,2017,"Detect","red"
"South Sudan","SSD","Sub-Saharan Africa","Low income","IDA",NA,"South Sudan","SSD","African Region","South Sudan","Preparedness",20,2017,"Respond","red"
"South Sudan","SSD","Sub-Saharan Africa","Low income","IDA",NA,"South Sudan","SSD","African Region","South Sudan","Emergency Response Operations",20,2017,"Respond","red"
"South Sudan","SSD","Sub-Saharan Africa","Low income","IDA",NA,"South Sudan","SSD","African Region","South Sudan","Linking Public Health and Security Authorities",20,2017,"Respond","red"
"South Sudan","SSD","Sub-Saharan Africa","Low income","IDA",NA,"South Sudan","SSD","African Region","South Sudan","Medical Countermeasures",10,2017,"Respond","red"
"South Sudan","SSD","Sub-Saharan Africa","Low income","IDA",NA,"South Sudan","SSD","African Region","South Sudan","Risk Communication",20,2017,"Respond","red"
"South Sudan","SSD","Sub-Saharan Africa","Low income","IDA",NA,"South Sudan","SSD","African Region","South Sudan","Events Points of Entry (PoEs)",20,2017,"Other Hazards","red"
"South Sudan","SSD","Sub-Saharan Africa","Low income","IDA",NA,"South Sudan","SSD","African Region","South Sudan","Chemical Events",20,2017,"Other Hazards","red"
"South Sudan","SSD","Sub-Saharan Africa","Low income","IDA",NA,"South Sudan","SSD","African Region","South Sudan","Radiation Emergencies",20,2017,"Other Hazards","red"
"São Tomé and Príncipe","STP","Sub-Saharan Africa","Lower middle income","IDA","HIPC","São Tomé & Príncipe","STP","African Region","Sao Tome and Principe","National Legislation, Policy and Financing",26,2019,"Prevent","yellow"
"São Tomé and Príncipe","STP","Sub-Saharan Africa","Lower middle income","IDA","HIPC","São Tomé & Príncipe","STP","African Region","Sao Tome and Principe","IHR Coordination, Communication and Advocacy",40,2019,"Prevent","yellow"
"São Tomé and Príncipe","STP","Sub-Saharan Africa","Lower middle income","IDA","HIPC","São Tomé & Príncipe","STP","African Region","Sao Tome and Principe","Antimicrobial Resistance",30,2019,"Prevent","yellow"
"São Tomé and Príncipe","STP","Sub-Saharan Africa","Lower middle income","IDA","HIPC","São Tomé & Príncipe","STP","African Region","Sao Tome and Principe","Zoonotic Disease",20,2019,"Prevent","red"
"São Tomé and Príncipe","STP","Sub-Saharan Africa","Lower middle income","IDA","HIPC","São Tomé & Príncipe","STP","African Region","Sao Tome and Principe","Food Safety",30,2019,"Prevent","yellow"
"São Tomé and Príncipe","STP","Sub-Saharan Africa","Lower middle income","IDA","HIPC","São Tomé & Príncipe","STP","African Region","Sao Tome and Principe","Biosafety and Biosecurity",20,2019,"Prevent","red"
"São Tomé and Príncipe","STP","Sub-Saharan Africa","Lower middle income","IDA","HIPC","São Tomé & Príncipe","STP","African Region","Sao Tome and Principe","Immunization",90,2019,"Prevent","green"
"São Tomé and Príncipe","STP","Sub-Saharan Africa","Lower middle income","IDA","HIPC","São Tomé & Príncipe","STP","African Region","Sao Tome and Principe","National Laboratory System",30,2019,"Detect","yellow"
"São Tomé and Príncipe","STP","Sub-Saharan Africa","Lower middle income","IDA","HIPC","São Tomé & Príncipe","STP","African Region","Sao Tome and Principe","Real-Time Surveillance",40,2019,"Detect","yellow"
"São Tomé and Príncipe","STP","Sub-Saharan Africa","Lower middle income","IDA","HIPC","São Tomé & Príncipe","STP","African Region","Sao Tome and Principe","Reporting",40,2019,"Detect","yellow"
"São Tomé and Príncipe","STP","Sub-Saharan Africa","Lower middle income","IDA","HIPC","São Tomé & Príncipe","STP","African Region","Sao Tome and Principe","Human Resources (Animal and human health sector)",40,2019,"Detect","yellow"
"São Tomé and Príncipe","STP","Sub-Saharan Africa","Lower middle income","IDA","HIPC","São Tomé & Príncipe","STP","African Region","Sao Tome and Principe","Preparedness",30,2019,"Respond","yellow"
"São Tomé and Príncipe","STP","Sub-Saharan Africa","Lower middle income","IDA","HIPC","São Tomé & Príncipe","STP","African Region","Sao Tome and Principe","Emergency Response Operations",46,2019,"Respond","yellow"
"São Tomé and Príncipe","STP","Sub-Saharan Africa","Lower middle income","IDA","HIPC","São Tomé & Príncipe","STP","African Region","Sao Tome and Principe","Linking Public Health and Security Authorities",40,2019,"Respond","yellow"
"São Tomé and Príncipe","STP","Sub-Saharan Africa","Lower middle income","IDA","HIPC","São Tomé & Príncipe","STP","African Region","Sao Tome and Principe","Medical Countermeasures",20,2019,"Respond","red"
"São Tomé and Príncipe","STP","Sub-Saharan Africa","Lower middle income","IDA","HIPC","São Tomé & Príncipe","STP","African Region","Sao Tome and Principe","Risk Communication",36,2019,"Respond","yellow"
"São Tomé and Príncipe","STP","Sub-Saharan Africa","Lower middle income","IDA","HIPC","São Tomé & Príncipe","STP","African Region","Sao Tome and Principe","Events Points of Entry (PoEs)",20,2019,"Other Hazards","red"
"São Tomé and Príncipe","STP","Sub-Saharan Africa","Lower middle income","IDA","HIPC","São Tomé & Príncipe","STP","African Region","Sao Tome and Principe","Chemical Events",30,2019,"Other Hazards","yellow"
"São Tomé and Príncipe","STP","Sub-Saharan Africa","Lower middle income","IDA","HIPC","São Tomé & Príncipe","STP","African Region","Sao Tome and Principe","Radiation Emergencies",20,2019,"Other Hazards","red"
"Suriname","SUR","Latin America & Caribbean","Upper middle income","IBRD",NA,"Suriname","SUR",NA,NA,NA,NA,NA,NA,NA
"Slovak Republic","SVK","Europe & Central Asia","High income",NA,"EMU","Slovakia","SVK",NA,NA,NA,NA,NA,NA,NA
"Slovenia","SVN","Europe & Central Asia","High income",NA,"EMU","Slovenia","SVN","European Region","Slovenia","National Legislation, Policy and Financing",90,2017,"Prevent","green"
"Slovenia","SVN","Europe & Central Asia","High income",NA,"EMU","Slovenia","SVN","European Region","Slovenia","IHR Coordination, Communication and Advocacy",80,2017,"Prevent","green"
"Slovenia","SVN","Europe & Central Asia","High income",NA,"EMU","Slovenia","SVN","European Region","Slovenia","Antimicrobial Resistance",80,2017,"Prevent","green"
"Slovenia","SVN","Europe & Central Asia","High income",NA,"EMU","Slovenia","SVN","European Region","Slovenia","Zoonotic Disease",80,2017,"Prevent","green"
"Slovenia","SVN","Europe & Central Asia","High income",NA,"EMU","Slovenia","SVN","European Region","Slovenia","Food Safety",100,2017,"Prevent","green"
"Slovenia","SVN","Europe & Central Asia","High income",NA,"EMU","Slovenia","SVN","European Region","Slovenia","Biosafety and Biosecurity",70,2017,"Prevent","green"
"Slovenia","SVN","Europe & Central Asia","High income",NA,"EMU","Slovenia","SVN","European Region","Slovenia","Immunization",90,2017,"Prevent","green"
"Slovenia","SVN","Europe & Central Asia","High income",NA,"EMU","Slovenia","SVN","European Region","Slovenia","National Laboratory System",90,2017,"Detect","green"
"Slovenia","SVN","Europe & Central Asia","High income",NA,"EMU","Slovenia","SVN","European Region","Slovenia","Real-Time Surveillance",70,2017,"Detect","green"
"Slovenia","SVN","Europe & Central Asia","High income",NA,"EMU","Slovenia","SVN","European Region","Slovenia","Reporting",80,2017,"Detect","green"
"Slovenia","SVN","Europe & Central Asia","High income",NA,"EMU","Slovenia","SVN","European Region","Slovenia","Human Resources (Animal and human health sector)",40,2017,"Detect","yellow"
"Slovenia","SVN","Europe & Central Asia","High income",NA,"EMU","Slovenia","SVN","European Region","Slovenia","Preparedness",90,2017,"Respond","green"
"Slovenia","SVN","Europe & Central Asia","High income",NA,"EMU","Slovenia","SVN","European Region","Slovenia","Emergency Response Operations",80,2017,"Respond","green"
"Slovenia","SVN","Europe & Central Asia","High income",NA,"EMU","Slovenia","SVN","European Region","Slovenia","Linking Public Health and Security Authorities",80,2017,"Respond","green"
"Slovenia","SVN","Europe & Central Asia","High income",NA,"EMU","Slovenia","SVN","European Region","Slovenia","Medical Countermeasures",60,2017,"Respond","yellow"
"Slovenia","SVN","Europe & Central Asia","High income",NA,"EMU","Slovenia","SVN","European Region","Slovenia","Risk Communication",60,2017,"Respond","yellow"
"Slovenia","SVN","Europe & Central Asia","High income",NA,"EMU","Slovenia","SVN","European Region","Slovenia","Events Points of Entry (PoEs)",80,2017,"Other Hazards","green"
"Slovenia","SVN","Europe & Central Asia","High income",NA,"EMU","Slovenia","SVN","European Region","Slovenia","Chemical Events",70,2017,"Other Hazards","green"
"Slovenia","SVN","Europe & Central Asia","High income",NA,"EMU","Slovenia","SVN","European Region","Slovenia","Radiation Emergencies",80,2017,"Other Hazards","green"
"Sweden","SWE","Europe & Central Asia","High income",NA,NA,"Sweden","SWE",NA,NA,NA,NA,NA,NA,NA
"Eswatini","SWZ","Sub-Saharan Africa","Lower middle income","IBRD",NA,"Eswatini","SWZ","African Region","Kingdom of Eswatini","National Legislation, Policy and Financing",40,2018,"Prevent","yellow"
"Eswatini","SWZ","Sub-Saharan Africa","Lower middle income","IBRD",NA,"Eswatini","SWZ","African Region","Kingdom of Eswatini","IHR Coordination, Communication and Advocacy",20,2018,"Prevent","red"
"Eswatini","SWZ","Sub-Saharan Africa","Lower middle income","IBRD",NA,"Eswatini","SWZ","African Region","Kingdom of Eswatini","Antimicrobial Resistance",20,2018,"Prevent","red"
"Eswatini","SWZ","Sub-Saharan Africa","Lower middle income","IBRD",NA,"Eswatini","SWZ","African Region","Kingdom of Eswatini","Zoonotic Disease",60,2018,"Prevent","yellow"
"Eswatini","SWZ","Sub-Saharan Africa","Lower middle income","IBRD",NA,"Eswatini","SWZ","African Region","Kingdom of Eswatini","Food Safety",40,2018,"Prevent","yellow"
"Eswatini","SWZ","Sub-Saharan Africa","Lower middle income","IBRD",NA,"Eswatini","SWZ","African Region","Kingdom of Eswatini","Biosafety and Biosecurity",20,2018,"Prevent","red"
"Eswatini","SWZ","Sub-Saharan Africa","Lower middle income","IBRD",NA,"Eswatini","SWZ","African Region","Kingdom of Eswatini","Immunization",50,2018,"Prevent","yellow"
"Eswatini","SWZ","Sub-Saharan Africa","Lower middle income","IBRD",NA,"Eswatini","SWZ","African Region","Kingdom of Eswatini","National Laboratory System",60,2018,"Detect","yellow"
"Eswatini","SWZ","Sub-Saharan Africa","Lower middle income","IBRD",NA,"Eswatini","SWZ","African Region","Kingdom of Eswatini","Real-Time Surveillance",70,2018,"Detect","green"
"Eswatini","SWZ","Sub-Saharan Africa","Lower middle income","IBRD",NA,"Eswatini","SWZ","African Region","Kingdom of Eswatini","Reporting",30,2018,"Detect","yellow"
"Eswatini","SWZ","Sub-Saharan Africa","Lower middle income","IBRD",NA,"Eswatini","SWZ","African Region","Kingdom of Eswatini","Human Resources (Animal and human health sector)",20,2018,"Detect","red"
"Eswatini","SWZ","Sub-Saharan Africa","Lower middle income","IBRD",NA,"Eswatini","SWZ","African Region","Kingdom of Eswatini","Preparedness",30,2018,"Respond","yellow"
"Eswatini","SWZ","Sub-Saharan Africa","Lower middle income","IBRD",NA,"Eswatini","SWZ","African Region","Kingdom of Eswatini","Emergency Response Operations",40,2018,"Respond","yellow"
"Eswatini","SWZ","Sub-Saharan Africa","Lower middle income","IBRD",NA,"Eswatini","SWZ","African Region","Kingdom of Eswatini","Linking Public Health and Security Authorities",40,2018,"Respond","yellow"
"Eswatini","SWZ","Sub-Saharan Africa","Lower middle income","IBRD",NA,"Eswatini","SWZ","African Region","Kingdom of Eswatini","Medical Countermeasures",10,2018,"Respond","red"
"Eswatini","SWZ","Sub-Saharan Africa","Lower middle income","IBRD",NA,"Eswatini","SWZ","African Region","Kingdom of Eswatini","Risk Communication",30,2018,"Respond","yellow"
"Eswatini","SWZ","Sub-Saharan Africa","Lower middle income","IBRD",NA,"Eswatini","SWZ","African Region","Kingdom of Eswatini","Events Points of Entry (PoEs)",20,2018,"Other Hazards","red"
"Eswatini","SWZ","Sub-Saharan Africa","Lower middle income","IBRD",NA,"Eswatini","SWZ","African Region","Kingdom of Eswatini","Chemical Events",40,2018,"Other Hazards","yellow"
"Eswatini","SWZ","Sub-Saharan Africa","Lower middle income","IBRD",NA,"Eswatini","SWZ","African Region","Kingdom of Eswatini","Radiation Emergencies",20,2018,"Other Hazards","red"
"Sint Maarten (Dutch part)","SXM","Latin America & Caribbean","High income",NA,NA,"Sint Maarten","SXM",NA,NA,NA,NA,NA,NA,NA
"Seychelles","SYC","Sub-Saharan Africa","High income","IBRD",NA,"Seychelles","SYC","African Region","Seychelles","National Legislation, Policy and Financing",60,2018,"Prevent","yellow"
"Seychelles","SYC","Sub-Saharan Africa","High income","IBRD",NA,"Seychelles","SYC","African Region","Seychelles","IHR Coordination, Communication and Advocacy",60,2018,"Prevent","yellow"
"Seychelles","SYC","Sub-Saharan Africa","High income","IBRD",NA,"Seychelles","SYC","African Region","Seychelles","Antimicrobial Resistance",40,2018,"Prevent","yellow"
"Seychelles","SYC","Sub-Saharan Africa","High income","IBRD",NA,"Seychelles","SYC","African Region","Seychelles","Zoonotic Disease",40,2018,"Prevent","yellow"
"Seychelles","SYC","Sub-Saharan Africa","High income","IBRD",NA,"Seychelles","SYC","African Region","Seychelles","Food Safety",100,2018,"Prevent","green"
"Seychelles","SYC","Sub-Saharan Africa","High income","IBRD",NA,"Seychelles","SYC","African Region","Seychelles","Biosafety and Biosecurity",40,2018,"Prevent","yellow"
"Seychelles","SYC","Sub-Saharan Africa","High income","IBRD",NA,"Seychelles","SYC","African Region","Seychelles","Immunization",100,2018,"Prevent","green"
"Seychelles","SYC","Sub-Saharan Africa","High income","IBRD",NA,"Seychelles","SYC","African Region","Seychelles","National Laboratory System",70,2018,"Detect","green"
"Seychelles","SYC","Sub-Saharan Africa","High income","IBRD",NA,"Seychelles","SYC","African Region","Seychelles","Real-Time Surveillance",80,2018,"Detect","green"
"Seychelles","SYC","Sub-Saharan Africa","High income","IBRD",NA,"Seychelles","SYC","African Region","Seychelles","Reporting",60,2018,"Detect","yellow"
"Seychelles","SYC","Sub-Saharan Africa","High income","IBRD",NA,"Seychelles","SYC","African Region","Seychelles","Human Resources (Animal and human health sector)",40,2018,"Detect","yellow"
"Seychelles","SYC","Sub-Saharan Africa","High income","IBRD",NA,"Seychelles","SYC","African Region","Seychelles","Preparedness",30,2018,"Respond","yellow"
"Seychelles","SYC","Sub-Saharan Africa","High income","IBRD",NA,"Seychelles","SYC","African Region","Seychelles","Emergency Response Operations",40,2018,"Respond","yellow"
"Seychelles","SYC","Sub-Saharan Africa","High income","IBRD",NA,"Seychelles","SYC","African Region","Seychelles","Linking Public Health and Security Authorities",40,2018,"Respond","yellow"
"Seychelles","SYC","Sub-Saharan Africa","High income","IBRD",NA,"Seychelles","SYC","African Region","Seychelles","Medical Countermeasures",10,2018,"Respond","red"
"Seychelles","SYC","Sub-Saharan Africa","High income","IBRD",NA,"Seychelles","SYC","African Region","Seychelles","Risk Communication",70,2018,"Respond","green"
"Seychelles","SYC","Sub-Saharan Africa","High income","IBRD",NA,"Seychelles","SYC","African Region","Seychelles","Events Points of Entry (PoEs)",50,2018,"Other Hazards","yellow"
"Seychelles","SYC","Sub-Saharan Africa","High income","IBRD",NA,"Seychelles","SYC","African Region","Seychelles","Chemical Events",30,2018,"Other Hazards","yellow"
"Seychelles","SYC","Sub-Saharan Africa","High income","IBRD",NA,"Seychelles","SYC","African Region","Seychelles","Radiation Emergencies",20,2018,"Other Hazards","red"
"Syrian Arab Republic","SYR","Middle East & North Africa","Low income","IDA",NA,"Syria","SYR",NA,NA,NA,NA,NA,NA,NA
"Turks and Caicos Islands","TCA","Latin America & Caribbean","High income",NA,NA,"Turks & Caicos Islands","TCA",NA,NA,NA,NA,NA,NA,NA
"Chad","TCD","Sub-Saharan Africa","Low income","IDA","HIPC","Chad","TCD","African Region","Chad","National Legislation, Policy and Financing",30,2017,"Prevent","yellow"
"Chad","TCD","Sub-Saharan Africa","Low income","IDA","HIPC","Chad","TCD","African Region","Chad","IHR Coordination, Communication and Advocacy",20,2017,"Prevent","red"
"Chad","TCD","Sub-Saharan Africa","Low income","IDA","HIPC","Chad","TCD","African Region","Chad","Antimicrobial Resistance",20,2017,"Prevent","red"
"Chad","TCD","Sub-Saharan Africa","Low income","IDA","HIPC","Chad","TCD","African Region","Chad","Zoonotic Disease",50,2017,"Prevent","yellow"
"Chad","TCD","Sub-Saharan Africa","Low income","IDA","HIPC","Chad","TCD","African Region","Chad","Food Safety",20,2017,"Prevent","red"
"Chad","TCD","Sub-Saharan Africa","Low income","IDA","HIPC","Chad","TCD","African Region","Chad","Biosafety and Biosecurity",20,2017,"Prevent","red"
"Chad","TCD","Sub-Saharan Africa","Low income","IDA","HIPC","Chad","TCD","African Region","Chad","Immunization",60,2017,"Prevent","yellow"
"Chad","TCD","Sub-Saharan Africa","Low income","IDA","HIPC","Chad","TCD","African Region","Chad","National Laboratory System",30,2017,"Detect","yellow"
"Chad","TCD","Sub-Saharan Africa","Low income","IDA","HIPC","Chad","TCD","African Region","Chad","Real-Time Surveillance",40,2017,"Detect","yellow"
"Chad","TCD","Sub-Saharan Africa","Low income","IDA","HIPC","Chad","TCD","African Region","Chad","Reporting",40,2017,"Detect","yellow"
"Chad","TCD","Sub-Saharan Africa","Low income","IDA","HIPC","Chad","TCD","African Region","Chad","Human Resources (Animal and human health sector)",20,2017,"Detect","red"
"Chad","TCD","Sub-Saharan Africa","Low income","IDA","HIPC","Chad","TCD","African Region","Chad","Preparedness",30,2017,"Respond","yellow"
"Chad","TCD","Sub-Saharan Africa","Low income","IDA","HIPC","Chad","TCD","African Region","Chad","Emergency Response Operations",20,2017,"Respond","red"
"Chad","TCD","Sub-Saharan Africa","Low income","IDA","HIPC","Chad","TCD","African Region","Chad","Linking Public Health and Security Authorities",20,2017,"Respond","red"
"Chad","TCD","Sub-Saharan Africa","Low income","IDA","HIPC","Chad","TCD","African Region","Chad","Medical Countermeasures",10,2017,"Respond","red"
"Chad","TCD","Sub-Saharan Africa","Low income","IDA","HIPC","Chad","TCD","African Region","Chad","Risk Communication",20,2017,"Respond","red"
"Chad","TCD","Sub-Saharan Africa","Low income","IDA","HIPC","Chad","TCD","African Region","Chad","Events Points of Entry (PoEs)",20,2017,"Other Hazards","red"
"Chad","TCD","Sub-Saharan Africa","Low income","IDA","HIPC","Chad","TCD","African Region","Chad","Chemical Events",20,2017,"Other Hazards","red"
"Chad","TCD","Sub-Saharan Africa","Low income","IDA","HIPC","Chad","TCD","African Region","Chad","Radiation Emergencies",20,2017,"Other Hazards","red"
"Togo","TGO","Sub-Saharan Africa","Low income","IDA","HIPC","Togo","TGO","African Region","Togo","National Legislation, Policy and Financing",20,2018,"Prevent","red"
